"company_id";"date";"price";"beta";"volumeAvg";"mktCap";"lastDiv";"changes";"currency";"cik";"isin";"cusip";"exchangeFullName";"exchange";"industry";"ceo";"sector";"country";"fullTimeEmployees";"phone";"address";"city";"state";"zip";"dcfDiff";"dcf";"ipoDate";"isEtf";"isActivelyTrading";"isAdr";"isFund"
100881783200940032;"2024-06-11 15:47:33";91.22;1.05;8173022;31695301200;0.87;3.0;"USD";"0001692819";"US92840M1027";"92840M102";"New York Stock Exchange";"NYSE";"Independent Power Producers";"Mr. James A. Burke";"Utilities";"US";4870;"214 812 4600";"6555 Sierra Drive";"Irving";"TX";"75039";43.48;47.79;"2016-10-05 00:00:00";0;1;0;0
100881783200940032;"2024-06-16 00:02:40";87.59;1.05;8282822;30434021400;0.87;-0.81;"USD";"0001692819";"US92840M1027";"92840M102";"New York Stock Exchange";"NYSE";"Independent Power Producers";"Mr. James A. Burke";"Utilities";"US";4870;"214 812 4600";"6555 Sierra Drive";"Irving";"TX";"75039";35.45;52.14;"2016-10-05 00:00:00";0;1;0;0
100881783200940032;"2024-09-01 00:02:45";85.43;1.07;7191138;29350416230;0.88;0.76;"USD";"0001692819";"US92840M1027";"92840M102";"New York Stock Exchange";"NYSE";"Independent Power Producers";"Mr. James A. Burke";"Utilities";"US";4870;"214 812 4600";"6555 Sierra Drive";"Irving";"TX";"75039";27.86;57.57;"2016-10-05 00:00:00";0;1;0;0
100881783200940032;"2024-09-08 00:02:39";73.7;1.1;6754932;25320445700;0.88;-2.13;"USD";"0001692819";"US92840M1027";"92840M102";"New York Stock Exchange";"NYSE";"Independent Power Producers";"Mr. James A. Burke";"Utilities";"US";4870;"214 812 4600";"6555 Sierra Drive";"Irving";"TX";"75039";12.12;61.58;"2016-10-05 00:00:00";0;1;0;0
100881783200940032;"2024-09-15 00:02:39";85.55;1.1;6427359;29391643550;0.88;5.08;"USD";"0001692819";"US92840M1027";"92840M102";"New York Stock Exchange";"NYSE";"Independent Power Producers";"Mr. James A. Burke";"Utilities";"US";4870;"214 812 4600";"6555 Sierra Drive";"Irving";"TX";"75039";26.52;59.03;"2016-10-05 00:00:00";0;1;0;0
100881783200940032;"2024-09-22 00:02:42";107.88;1.1;6431263;37063360680;0.88;15.36;"USD";"0001692819";"US92840M1027";"92840M102";"New York Stock Exchange";"NYSE";"Independent Power Producers";"Mr. James A. Burke";"Utilities";"US";4870;"214 812 4600";"6555 Sierra Drive";"Irving";"TX";"75039";54.02;53.86;"2016-10-05 00:00:00";0;1;0;0
100881783200940032;"2024-09-29 00:02:37";117.72;1.1;6946352;40444000920;0.88;3.56;"USD";"0001692819";"US92840M1027";"92840M102";"New York Stock Exchange";"NYSE";"Independent Power Producers";"Mr. James A. Burke";"Utilities";"US";4870;"214 812 4600";"6555 Sierra Drive";"Irving";"TX";"75039";65.58;52.14;"2016-10-05 00:00:00";0;1;0;0
100881783200940033;"2024-06-11 15:47:33";168.23;0.0;5046908;46109403665;0.0;1.59;"USD";"";"US36828A1016";"";"New York Stock Exchange";"NYSE";"Renewable Utilities";"Mr. Scott L. Strazik";"Utilities";"US";80000;"617 674 7555";"58 Charles Street";"Cambridge";"MA";"02141";253.71;-86.09;"2007-12-28 00:00:00";0;1;0;0
100881783200940033;"2024-06-16 00:02:40";170.17;0.0;4939577;46641129535;0.0;-6.0;"USD";"";"US36828A1016";"";"New York Stock Exchange";"NYSE";"Renewable Utilities";"Mr. Scott L. Strazik";"Utilities";"US";80000;"617 674 7555";"58 Charles Street";"Cambridge";"MA";"02141";263.23;-93.06;"2007-12-28 00:00:00";0;1;0;0
100881783200940033;"2024-09-01 00:02:45";201.0;0.0;3096903;55235208030;0.0;9.64;"USD";"";"US36828A1016";"";"New York Stock Exchange";"NYSE";"Renewable Utilities";"Mr. Scott L. Strazik";"Utilities";"US";80000;"617 674 7555";"58 Charles Street";"Cambridge";"MA";"02141";311.69;-110.69;"2024-03-27 00:00:00";0;1;0;0
100881783200940033;"2024-09-08 00:02:39";198.33;0.0;2937650;54501486610;0.0;-0.11;"USD";"";"US36828A1016";"";"New York Stock Exchange";"NYSE";"Renewable Utilities";"Mr. Scott L. Strazik";"Utilities";"US";80000;"617 674 7555";"58 Charles Street";"Cambridge";"MA";"02141";318.33;-120.0;"2024-03-27 00:00:00";0;1;0;0
100881783200940033;"2024-09-15 00:02:39";225.59;0.0;2883998;61992589948;0.0;10.32;"USD";"0001996810";"US36828A1016";"";"New York Stock Exchange";"NYSE";"Renewable Utilities";"Mr. Scott L. Strazik";"Utilities";"US";80000;"617 674 7555";"58 Charles Street";"Cambridge";"MA";"02141";349.19;-123.6;"2024-03-27 00:00:00";0;1;0;0
100881783200940033;"2024-09-22 00:02:42";245.46;0.0;2904733;67452906284;0.0;1.01;"USD";"0001996810";"US36828A1016";"";"New York Stock Exchange";"NYSE";"Renewable Utilities";"Mr. Scott L. Strazik";"Utilities";"US";80000;"617 674 7555";"58 Charles Street";"Cambridge";"MA";"02141";366.64;-121.18;"2024-03-27 00:00:00";0;1;0;0
100881783200940033;"2024-09-29 00:02:37";249.86;0.0;2947833;68662035216;0.0;-1.36;"USD";"0001996810";"US36828A1016";"";"New York Stock Exchange";"NYSE";"Renewable Utilities";"Mr. Scott L. Strazik";"Utilities";"US";80000;"617 674 7555";"58 Charles Street";"Cambridge";"MA";"02141";370.08;-120.22;"2024-03-27 00:00:00";0;1;0;0
100881783200940034;"2024-06-11 15:47:33";56.54;0.0;2572346;9764995130;0.0;-0.17;"USD";"";"US83444M1018";"";"New York Stock Exchange";"NYSE";"Medical - Care Facilities";"Mr. Bryan C. Hanson";"Healthcare";"US";22000;"651-733-1110";"3M Center";"Saint Paul";"MN";"55144";0.0;0.0;"2024-04-01 00:00:00";0;1;0;0
100881783200940034;"2024-06-16 00:02:40";54.56;0.0;2498669;9423030320;0.0;0.43;"USD";"";"US83444M1018";"";"New York Stock Exchange";"NYSE";"Medical - Care Facilities";"Mr. Bryan C. Hanson";"Healthcare";"US";22000;"651-733-1110";"3M Center";"Saint Paul";"MN";"55144";0.0;0.0;"2024-04-01 00:00:00";0;1;0;0
100881783200940034;"2024-09-01 00:02:45";64.11;0.0;1631239;11072475925;0.0;1.19;"USD";"";"US83444M1018";"";"New York Stock Exchange";"NYSE";"Medical - Care Facilities";"Mr. Bryan C. Hanson";"Healthcare";"US";22000;"651-733-1110";"3M Center";"Saint Paul";"MN";"55144";0.0;0.0;"2024-04-01 00:00:00";0;1;0;0
100881783200940034;"2024-09-08 00:02:39";66.2;0.0;1550127;11433441058;0.0;0.6;"USD";"";"US83444M1018";"";"New York Stock Exchange";"NYSE";"Medical - Care Facilities";"Mr. Bryan C. Hanson";"Healthcare";"US";22000;"651-733-1110";"3M Center";"Saint Paul";"MN";"55144";0.0;0.0;"2024-04-01 00:00:00";0;1;0;0
100881783200940034;"2024-09-15 00:02:39";70.0;0.0;1553064;12089741300;0.0;1.35;"USD";"0001964738";"US83444M1018";"";"New York Stock Exchange";"NYSE";"Medical - Care Facilities";"Mr. Bryan C. Hanson";"Healthcare";"US";22000;"651-733-1110";"3M Center";"Saint Paul";"MN";"55144";0.0;0.0;"2024-04-01 00:00:00";0;1;0;0
100881783200940034;"2024-09-22 00:02:42";69.95;0.0;1496777;12081105771;0.0;-2.39;"USD";"0001964738";"US83444M1018";"";"New York Stock Exchange";"NYSE";"Medical - Care Facilities";"Mr. Bryan C. Hanson";"Healthcare";"US";22000;"651-733-1110";"3M Center";"Saint Paul";"MN";"55144";0.0;0.0;"2024-04-01 00:00:00";0;1;0;0
100881783200940034;"2024-09-29 00:02:37";67.57;0.0;1412141;11670054566;0.0;-0.53;"USD";"0001964738";"US83444M1018";"";"New York Stock Exchange";"NYSE";"Medical - Care Facilities";"Mr. Bryan C. Hanson";"Healthcare";"US";22000;"651-733-1110";"3M Center";"Saint Paul";"MN";"55144";0.0;0.0;"2024-04-01 00:00:00";0;1;0;0
